CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,IsZeroBalance,AgeGroup,CreditTier,CustomerValue,AgeProduct,ActivityScore,LogBalanceSalaryRatio,HighBalance,CLV
648,Spain,Female,27,7,0.0,2,1,1,163060.43,0,1,Young,near prime,163060.43,4.007333185232471,2,-12.001882279956444,0,0.0
618,France,Male,39,2,91068.56,1,1,0,26578.69,0,0,Adult,near prime,117647.25,3.6888794541139363,0,1.2314762198070728,0,182137.12
648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0,0,Adult,near prime,128115.97,3.7376696182833684,1,3.189693578080327,1,615246.05
759,France,Female,39,6,0.0,2,1,1,140497.67,0,1,Adult,prime,140497.67,4.3694478524670215,2,-11.852953301518962,0,0.0
585,France,Male,40,7,0.0,2,0,0,146156.98,0,1,Adult,subprime,146156.98,4.394449154672439,0,-11.892443370485667,0,0.0
774,France,Female,42,3,137781.65,1,0,0,199316.19,0,0,Adult,prime,337097.83999999997,3.7612001156935624,0,-0.36922003184001895,1,413344.94999999995
697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0,0,Senior,prime,212073.33000000002,4.574710978503383,2,0.039468364364770636,1,216257.92
605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0,0,Adult,near prime,243339.08999999997,4.3694478524670215,0,-0.2704244249504466,1,1053177.3
676,France,Male,20,1,80569.73,1,0,0,68621.98,0,0,Young,prime,149191.71,3.044522437723423,0,0.1605079681329027,0,80569.73
678,France,Female,22,4,174852.89,1,1,1,28149.06,0,0,Young,prime,203001.95,3.1354942159291497,1,1.8264012248805948,1,699411.56
495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,0,Senior,subprime,224328.7,4.912654885736052,0,-0.4161070324593794,0,267476.82
787,France,Female,85,10,0.0,2,1,1,116537.96,0,1,Elderly,superprime,116537.96,5.14166355650266,2,-11.665980916682646,0,0.0
770,France,Male,36,2,89800.14,1,1,1,105922.69,0,0,Adult,prime,195722.83000000002,3.6109179126442243,1,-0.16512125909009612,0,179600.28
817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1,0,Senior,superprime,189418.87,3.828641396489095,0,0.1374408470281363,1,910869.75
659,France,Male,43,1,106086.42,2,1,0,26900.63,0,0,Adult,near prime,132987.05,4.465908118654584,0,1.3720765916334727,1,106086.42
693,France,Male,21,1,0.0,2,1,1,3494.02,0,1,Young,prime,3494.02,3.7612001156935624,2,-8.159094377112195,0,0.0
744,France,Male,47,9,0.0,2,1,0,113163.17,0,1,Senior,prime,113163.17,4.553876891600541,0,-11.636594875213742,0,0.0
829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0,0,Young,superprime,120764.86,3.970291913552122,2,1.658055430179111,1,811522.88
716,France,Male,38,4,0.0,2,1,0,189678.7,0,1,Adult,prime,189678.7,4.343805421853684,0,-12.153092139126901,0,0.0
671,France,Male,34,7,106603.74,2,1,1,26387.71,0,0,Adult,prime,132991.45,4.23410650459726,2,1.396191708865869,1,746226.18
835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0,0,Young,superprime,236696.75,4.07753744390572,0,0.2047151446542479,1,1304202.0
636,France,Female,38,1,0.0,1,1,0,45015.38,0,1,Adult,near prime,45015.38,3.6635616461296463,0,-10.71478170252053,0,0.0
649,Spain,Male,29,2,45022.23,1,1,1,173495.77,0,0,Young,near prime,218518.0,3.4011973816621555,1,-1.3489804037032336,0,90044.46
621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0,0,Young,near prime,126880.38999999998,3.332204510175204,1,0.34571116720618456,0,74298.43
658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1,0,Adult,near prime,279342.3,3.4657359027997265,1,-0.09555509795805861,1,399009.08999999997
784,Spain,Male,48,7,0.0,2,1,1,182609.97,0,1,Senior,superprime,182609.97,4.574710978503383,2,-12.115113322008792,0,0.0
783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0,0,Adult,superprime,334580.31,3.6375861597263857,0,-0.36999924209475843,1,136689.66
615,France,Male,32,4,0.0,2,1,1,6225.63,0,1,Adult,near prime,6225.63,4.174387269895637,2,-8.736590534446423,0,0.0
791,France,Female,44,5,0.0,2,1,1,123977.86,1,1,Adult,superprime,123977.86,4.48863636973214,2,-11.727866346182179,0,0.0
762,France,Male,53,1,102520.37,1,1,1,170195.4,0,0,Senior,prime,272715.77,3.9889840465642745,1,-0.5068817996764281,1,102520.37
607,France,Male,35,2,0.0,2,1,1,114190.3,0,1,Adult,near prime,114190.3,4.2626798770413155,2,-11.645630391165438,0,0.0
601,France,Female,34,5,0.0,2,1,0,27022.57,0,1,Adult,near prime,27022.57,4.23410650459726,0,-10.204464727138868,0,0.0
540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0,0,Elderly,subprime,147839.01,4.219507705176107,1,0.3964095756553263,0,88382.01
812,France,Male,44,4,115049.15,2,1,0,165038.41,0,0,Adult,superprime,280087.56,4.48863636973214,0,-0.3608161736041797,1,460196.6
685,France,Male,58,1,104796.54,1,1,1,154181.41,0,0,Senior,prime,258977.95,4.07753744390572,1,-0.38610608366051125,1,104796.54
680,France,Male,33,1,123082.08,1,1,0,134960.98,0,0,Adult,prime,258043.06,3.5263605246161616,0,-0.09213353462859963,1,123082.08
680,Spain,Female,58,8,0.0,2,1,1,65708.5,0,1,Senior,prime,65708.5,4.762173934797756,2,-11.092998790671059,0,0.0
631,France,Female,33,8,0.0,2,0,0,117374.22,0,1,Adult,near prime,117374.22,4.204692619390966,0,-11.673131090843206,0,0.0
569,France,Female,43,7,0.0,2,1,1,77703.19,0,1,Adult,subprime,77703.19,4.465908118654584,2,-11.260664460255745,0,0.0
584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0,0,Adult,subprime,265962.86,4.204692619390966,2,-0.6989472855302683,0,264934.44
582,France,Female,40,9,0.0,3,1,1,60954.45,0,1,Adult,subprime,60954.45,4.795790545596741,3,-11.01789854846728,0,0.0
609,France,Male,32,7,71872.19,1,1,1,151924.9,0,0,Adult,near prime,223797.09,3.4965075614664802,1,-0.7484895857877856,0,503105.33
506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0,0,Adult,subprime,136365.66,4.2626798770413155,0,1.4305971501177464,1,660281.58
503,France,Male,42,8,104430.08,1,1,1,147557.71,0,0,Adult,subprime,251987.78999999998,3.7612001156935624,1,-0.34569879818993243,1,835440.64
503,France,Female,28,5,0.0,2,1,0,125918.17,0,1,Young,subprime,125918.17,4.04305126783455,0,-11.743395472142849,0,0.0
806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0,0,Adult,superprime,329456.88,3.4657359027997265,0,-0.31926336283500945,1,1386535.1
653,France,Female,31,7,102575.04,1,1,1,11043.54,0,0,Adult,near prime,113618.57999999999,3.4657359027997265,1,2.22866818899924,1,718025.2799999999
666,France,Male,43,7,137780.74,2,1,1,119100.05,1,0,Adult,prime,256880.78999999998,4.465908118654584,2,0.14569854647057312,1,964465.1799999999
674,Spain,Male,32,2,0.0,2,1,0,140579.17,0,1,Adult,prime,140579.17,4.174387269895637,0,-11.853533210005022,0,0.0
798,France,Male,32,7,0.0,2,0,1,37731.95,0,1,Adult,superprime,37731.95,4.174387269895637,2,-10.538288997020906,0,0.0
740,France,Female,30,8,105209.54,1,1,0,1852.58,0,0,Adult,prime,107062.12,3.4339872044851463,0,4.038844581135579,1,841676.32
531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0,0,Adult,subprime,281620.05,4.174387269895637,2,-0.4512153570081505,1,0.0
614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1,0,Adult,near prime,252306.96999999997,3.8066624897703196,0,-0.1180498721901575,1,712295.16
556,France,Male,35,10,0.0,2,1,1,192751.18,0,1,Adult,subprime,192751.18,4.2626798770413155,2,-12.169160601348649,0,0.0
678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0,0,Adult,prime,347221.44999999995,4.465908118654584,2,-0.2339667718568883,1,306786.36
587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0,0,Adult,subprime,188379.08,3.5263605246161616,0,0.8660133800235812,1,795620.1599999999
527,Spain,Female,36,6,0.0,2,1,1,102280.29,0,1,Adult,subprime,102280.29,4.290459441148391,2,-11.535482041762036,0,0.0
757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0,0,Adult,prime,174363.45,4.23410650459726,0,1.0569842975800618,1,129398.01
468,Spain,Male,28,3,0.0,2,1,0,170661.02,0,1,Young,subprime,170661.02,4.04305126783455,0,-12.047440388420386,0,0.0
693,France,Male,29,2,151352.74,1,0,0,197145.89,0,0,Young,prime,348498.63,3.4011973816621555,0,-0.26432933931110725,1,302705.48
483,France,Female,44,5,136836.49,1,1,0,192359.9,1,0,Adult,subprime,329196.39,3.8066624897703196,0,-0.34057927777461217,1,684182.45
466,France,Male,40,4,91592.06,1,1,0,141210.18,1,0,Adult,subprime,232802.24,3.713572066704308,0,-0.4329009957772527,0,366368.24
770,France,Female,30,8,0.0,2,1,0,100557.03,0,1,Adult,prime,100557.03,4.110873864173311,0,-11.518490252777886,0,0.0
734,France,Female,54,3,0.0,1,1,0,130805.54,1,1,Senior,prime,130805.54,4.007333185232471,0,-11.781474716755277,0,0.0
716,France,Female,22,8,0.0,2,1,1,92606.98,0,1,Young,prime,92606.98,3.8066624897703196,2,-11.43613059402707,0,0.0
439,France,Male,36,2,165536.28,2,1,1,123956.83,0,0,Adult,subprime,289493.11,4.290459441148391,2,0.2892549991288593,1,331072.56
538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0,0,Young,subprime,165241.38,3.258096538021482,1,-0.49748090155729763,0,312414.75
743,France,Male,40,8,68155.59,1,1,0,94876.65,0,0,Adult,prime,163032.24,3.713572066704308,0,-0.33078031488769,0,545244.72
734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1,0,Adult,prime,150665.18,4.465908118654584,2,-0.529157896992535,0,167559.99
656,France,Male,37,2,0.0,2,0,1,67840.81,0,1,Adult,near prime,67840.81,4.31748811353631,2,-11.124933950534396,0,0.0
666,France,Female,31,2,79589.43,1,0,0,4050.57,0,0,Adult,prime,83640.0,3.4657359027997265,0,2.977789399171032,0,159178.86
627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0,0,Adult,near prime,235546.01,3.7376696182833684,1,-0.28885035725331676,1,504403.8
480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0,0,Young,subprime,355977.48,3.9318256327243257,0,-0.04111366543273043,1,522991.05000000005
792,France,Male,19,7,143390.51,1,1,0,33282.84,0,0,Young,superprime,176673.35,2.995732273553991,0,1.4605067274798138,1,1003733.5700000001
613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1,0,Senior,near prime,119380.76,4.0943445622221,0,1.1844393448343222,0,731326.08
476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0,0,Adult,subprime,202709.95,3.4339872044851463,0,0.6760164572822465,1,403099.26
539,France,Female,24,3,0.0,2,1,1,198161.07,0,1,Young,subprime,198161.07,3.8918202981106265,2,-12.196840510212839,0,0.0
696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0,0,Elderly,prime,285645.20999999996,4.110873864173311,1,-0.7962404025448517,0,710294.48
810,Germany,Male,35,3,96814.46,2,1,1,120511.03,0,0,Adult,superprime,217325.49,4.2626798770413155,2,-0.21894288969859055,0,290443.38
763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0,0,Adult,prime,191566.76,3.4965075614664802,0,1.6490768696884874,1,1446123.69
640,France,Female,29,3,0.0,2,1,0,2743.69,0,1,Young,near prime,2743.69,4.07753744390572,0,-7.917423414961529,0,0.0
655,France,Female,47,10,0.0,2,1,0,167778.62,0,1,Senior,near prime,167778.62,4.553876891600541,0,-12.030406611527058,0,0.0
526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0,0,Adult,subprime,277941.85,3.4657359027997265,0,0.09456842303604063,1,727686.0499999999
678,France,Female,28,4,0.0,2,1,1,144423.17,1,1,Young,prime,144423.17,4.04305126783455,2,-11.880509873705481,0,0.0
554,France,Female,45,6,0.0,2,1,1,181204.5,0,1,Senior,subprime,181204.5,4.51085950651685,2,-12.10738702533125,0,0.0
597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1,0,Adult,subprime,302096.33,3.4339872044851463,1,-0.4257572278149837,1,238740.22
560,Spain,Female,28,1,0.0,2,1,1,120880.72,0,1,Young,subprime,120880.72,4.04305126783455,2,-11.702567825832816,0,0.0
850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1,0,Senior,superprime,161194.40999999997,3.8712010109078907,0,1.611770323270413,1,1343815.2
546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1,0,Elderly,subprime,181621.37,5.003946305945459,2,0.5432638620709316,1,919109.92
623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0,0,Adult,near prime,250166.7,4.442651256490317,0,0.39269422651770647,1,149332.48
698,France,Female,40,7,105061.74,3,1,0,107815.31,1,0,Adult,prime,212877.05,4.795790545596741,0,-0.025871250210926178,1,735432.18
620,France,Male,32,7,0.0,2,1,1,34665.79,0,1,Adult,near prime,34665.79,4.174387269895637,2,-10.453537447141379,0,0.0
619,France,Female,40,10,0.0,1,1,1,147093.84,1,1,Adult,near prime,147093.84,3.713572066704308,1,-11.898832827796165,0,0.0
561,France,Male,21,4,0.0,1,1,1,36942.35,0,1,Young,subprime,36942.35,3.091042453358316,1,-10.517140937242875,0,0.0
753,France,Female,39,7,155062.8,1,1,1,16460.77,0,0,Adult,prime,171523.56999999998,3.6888794541139363,1,2.2427959222511618,1,1085439.5999999999
721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0,0,Adult,prime,134408.97,3.784189633918261,0,0.6662164896762395,0,266395.02
451,France,Male,33,6,0.0,2,1,0,184954.11,0,1,Adult,subprime,184954.11,4.204692619390966,0,-12.127868425967867,0,0.0
680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1,0,Senior,prime,190935.3,3.9512437185814275,0,1.0968782997418192,1,715699.35
590,Spain,Female,23,7,0.0,2,1,0,196789.9,0,1,Young,subprime,196789.9,3.8501476017100584,0,-12.189897022693797,0,0.0
634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0,0,Young,near prime,280453.2,3.332204510175204,0,-0.48265957540714766,1,321082.56
676,France,Male,29,4,140720.93,1,1,0,36221.18,0,0,Young,prime,176942.11,3.4011973816621555,0,1.3571141771286932,1,562883.72
642,France,Male,30,8,80964.57,2,1,0,174738.2,0,0,Adult,near prime,255702.77000000002,4.110873864173311,0,-0.7692705740492549,0,647716.56
760,France,Male,39,6,178585.46,1,1,0,67131.3,1,0,Adult,prime,245716.76,3.6888794541139363,0,0.9784075544547619,1,1071512.76
736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0,0,Young,prime,301581.16000000003,3.295836866004329,1,-0.1982901679887039,1,543556.52
656,France,Male,43,7,134919.85,1,1,0,194691.95,0,0,Adult,near prime,329611.80000000005,3.784189633918261,0,-0.3667353919661629,1,944438.9500000001
776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1,0,Adult,prime,244655.84,3.5263605246161616,0,-0.1178119297751028,1,921042.72
832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0,0,Adult,superprime,284701.33,4.23410650459726,2,-0.0584709745109766,1,829140.78
631,Germany,Male,37,9,131519.49,2,1,1,51752.18,0,0,Adult,near prime,183271.66999999998,4.31748811353631,2,0.9326767774371181,1,1183675.41
795,Spain,Female,56,5,0.0,1,1,0,35418.69,1,1,Senior,superprime,35418.69,4.04305126783455,0,-10.475023159181077,0,0.0
648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0,0,Adult,near prime,184931.72,4.3694478524670215,2,0.7833039407578255,1,380807.94
615,France,Male,39,4,133707.09,1,1,1,108152.75,0,0,Adult,near prime,241859.84,3.6888794541139363,1,0.21210516501693633,1,534828.36
682,France,Female,27,1,97893.2,1,1,0,166144.98,0,0,Young,prime,264038.18,3.332204510175204,0,-0.528979495848585,1,97893.2
694,France,Male,34,5,127900.03,1,1,0,101737.8,0,0,Adult,prime,229637.83000000002,3.5553480614894135,0,0.22884801716483238,1,639500.15
694,France,Male,37,10,143835.47,1,0,1,33326.71,0,0,Adult,prime,177162.18,3.6375861597263857,1,1.4622878461767943,1,1438354.7
607,France,Male,44,0,0.0,2,1,1,81140.09,0,1,Adult,near prime,81140.09,4.48863636973214,2,-11.303944770241813,0,0.0
664,France,Male,48,10,0.0,1,1,0,140173.17,1,1,Senior,prime,140173.17,3.8918202981106265,0,-11.850640999804376,0,0.0
756,France,Male,60,2,0.0,1,1,1,166513.49,1,1,Elderly,prime,166513.49,4.110873864173311,1,-12.02283761164303,0,0.0
645,France,Female,40,3,129596.77,1,1,1,103232.6,0,0,Adult,near prime,232829.37,3.713572066704308,1,0.22744119552732123,1,388790.31
653,Spain,Male,30,4,0.0,2,1,0,120736.04,0,1,Adult,near prime,120736.04,4.110873864173311,0,-11.701370236562083,0,0.0
710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1,0,Young,prime,126239.87,3.8918202981106265,0,1.942063052579254,1,220814.88
697,France,Female,76,7,0.0,2,0,1,188772.45,0,1,Elderly,prime,188772.45,5.030437921392435,2,-12.148302897804916,0,0.0
619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0,0,Adult,near prime,256339.42,4.418840607796598,0,0.21690278324349777,1,1136126.08
648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0,0,Senior,near prime,262904.11,4.02535169073515,1,-0.8024288884912565,0,81370.07
482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1,0,Senior,subprime,171969.99,3.8918202981106265,0,-0.3923580371355424,0,138658.94
548,France,Female,28,8,116755.5,2,1,1,158585.17,1,0,Young,subprime,275340.67000000004,4.04305126783455,2,-0.30620753537671064,1,934044.0
752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0,0,Adult,prime,262592.57,3.8066624897703196,0,-0.7565546253274356,0,503221.98
648,France,Female,39,6,130694.89,2,1,1,153955.38,1,0,Adult,near prime,284650.27,4.3694478524670215,2,-0.16379614146238453,1,784169.34
643,Spain,Female,34,8,117451.47,1,1,0,65374.86,0,0,Adult,near prime,182826.33000000002,3.5553480614894135,0,0.5858806639351375,1,939611.76
573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0,0,Adult,subprime,309854.93,4.2626798770413155,2,0.6974852900193351,1,1861819.02
686,France,Female,39,3,111695.62,1,0,0,136643.84,0,0,Adult,prime,248339.46,3.6888794541139363,0,-0.201598704965269,1,335086.86
644,France,Female,40,9,137285.26,4,1,0,77063.63,1,0,Adult,near prime,214348.89,5.081404364984463,0,0.5774238144878279,1,1235567.34
702,France,Female,29,6,149218.39,1,1,1,9633.01,0,0,Young,prime,158851.40000000002,3.4011973816621555,1,2.7401180929132014,1,895310.3400000001
652,France,Male,51,7,0.0,2,0,1,43496.36,0,1,Senior,near prime,43496.36,4.634728988229636,2,-10.680455525579912,0,0.0
641,Spain,Male,32,7,0.0,2,1,1,24267.28,0,1,Adult,near prime,24267.28,4.174387269895637,2,-10.096925426823221,0,0.0
692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1,0,Adult,prime,190055.53,3.7376696182833684,0,0.7893817345526397,1,1045610.32
574,Spain,Male,34,5,0.0,2,0,0,28269.86,0,1,Adult,subprime,28269.86,4.23410650459726,0,-10.249586871165855,0,0.0
643,France,Female,31,3,167949.48,1,1,0,143162.34,0,0,Adult,near prime,311111.82,3.4657359027997265,0,0.15968295788273856,1,503848.44000000006
834,France,Male,23,4,131254.81,1,1,0,20199.3,0,0,Young,superprime,151454.11,3.1780538303479458,0,1.8714507113766352,1,525019.24
591,France,Male,28,5,0.0,2,1,1,48606.92,0,1,Young,subprime,48606.92,4.04305126783455,2,-10.791541759574526,0,0.0
470,Spain,Male,34,9,0.0,2,0,1,89013.67,0,1,Adult,subprime,89013.67,4.23410650459726,2,-11.396556466591738,0,0.0
608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0,0,Adult,near prime,146546.42,3.5553480614894135,1,0.36942821229774125,0,606592.91
649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1,0,Adult,near prime,221393.14,3.6375861597263857,1,0.07303658142212832,1,917898.08
665,France,Female,38,5,0.0,2,1,0,156439.56,0,1,Adult,prime,156439.56,4.343805421853684,0,-11.960431408510193,0,0.0
651,France,Female,39,6,0.0,1,1,0,24176.44,0,1,Adult,near prime,24176.44,3.6888794541139363,0,-10.09317524594188,0,0.0
555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1,0,Elderly,subprime,163324.43,4.143134726391533,1,1.0130295513287866,1,479269.32
637,France,Female,48,7,130806.99,2,1,1,132005.85,1,0,Senior,near prime,262812.84,4.574710978503383,2,-0.009123292394962235,1,915648.93
675,France,Female,49,0,0.0,1,1,1,80496.71,1,1,Senior,prime,80496.71,3.912023005428146,1,-11.295984015797057,0,0.0
677,Spain,Male,40,5,0.0,2,1,0,88947.56,0,1,Adult,prime,88947.56,4.394449154672439,0,-11.395813504092787,0,0.0
850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1,0,Adult,superprime,93571.42,3.58351893845611,0,1.856699169269966,0,161863.5
815,France,Female,56,3,0.0,3,1,1,94248.16,1,1,Senior,superprime,94248.16,5.1298987149230735,3,-11.453697192803698,0,0.0
665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0,0,Adult,prime,144044.43000000002,3.4965075614664802,0,2.410420919116154,1,132178.67
485,France,Female,27,3,0.0,2,1,0,141449.86,0,1,Young,subprime,141449.86,4.007333185232471,0,-11.859707656598117,0,0.0
577,Spain,Male,43,6,0.0,2,1,1,149457.81,0,1,Adult,subprime,149457.81,4.465908118654584,2,-11.914776115456064,0,0.0
586,France,Female,35,7,164769.02,3,1,0,119814.25,1,0,Adult,subprime,284583.27,4.663439094112067,0,0.3185997103781997,1,1153383.14
722,Germany,Male,29,1,107233.85,2,1,0,24924.92,0,0,Young,prime,132158.77000000002,4.07753744390572,0,1.4591130631899976,1,107233.85
528,France,Female,27,7,176227.07,2,0,1,139481.53,0,0,Young,subprime,315708.6,4.007333185232471,2,0.23383964797475798,1,1233589.49
542,France,Female,39,4,109949.39,2,1,1,41268.65,0,0,Adult,subprime,151218.04,4.3694478524670215,2,0.979901901069411,1,439797.56
552,France,Female,34,5,0.0,2,1,1,1351.41,0,1,Adult,subprime,1351.41,4.23410650459726,2,-7.209643465068446,0,0.0
678,France,Female,60,10,117738.81,1,1,0,147489.76,1,0,Elderly,prime,265228.57,4.110873864173311,0,-0.22528833987619912,1,1177388.1
575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0,0,Adult,subprime,244467.54,3.6375861597263857,0,0.18143774798187629,1,1199632.05
669,France,Female,43,1,160474.59,1,1,1,95963.14,0,0,Adult,prime,256437.72999999998,3.784189633918261,1,0.5141672637591181,1,160474.59
636,France,Male,43,6,0.0,2,1,0,43128.95,0,1,Adult,near prime,43128.95,4.465908118654584,0,-10.671972930355336,0,0.0
667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1,0,Senior,prime,292068.39,4.02535169073515,1,0.11460775374265708,1,1389540.8699999999
652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1,0,Senior,near prime,264211.03,3.828641396489095,1,-0.3249642303608642,1,997447.41
637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0,0,Adult,near prime,242411.21000000002,4.290459441148391,2,0.41068489931968166,1,1457504.5
516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0,0,Senior,subprime,224862.46000000002,3.828641396489095,1,-0.060266616914763205,1,872354.4
801,France,Female,32,4,75170.54,1,1,1,37898.5,0,0,Adult,superprime,113069.04,3.4965075614664802,1,0.6848347824866732,0,300682.16
692,France,Female,42,2,0.0,2,1,0,145222.93,0,1,Adult,prime,145222.93,4.442651256490317,0,-11.886032174956158,0,0.0
585,France,Female,28,6,105795.9,1,1,1,41219.09,0,0,Young,subprime,147014.99,3.367295829986474,1,0.9425954595617796,1,634775.3999999999
590,France,Male,32,5,0.0,2,1,0,59249.83,0,1,Adult,subprime,59249.83,4.174387269895637,0,-10.989535067338078,0,0.0
554,Spain,Male,66,8,0.0,2,1,1,116747.62,0,1,Elderly,subprime,116747.62,4.890349128221754,2,-11.667778355332805,0,0.0
659,France,Female,49,1,0.0,1,1,0,116249.72,1,1,Senior,near prime,116249.72,3.912023005428146,0,-11.66350451697881,0,0.0
690,France,Female,26,3,118097.87,1,1,0,61257.83,0,0,Young,prime,179355.7,3.295836866004329,0,0.6564141526953495,1,354293.61
697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0,0,Young,prime,314492.52,3.4011973816621555,0,0.19710689608031906,1,0.0
610,France,Male,36,4,129440.3,2,1,0,102638.35,0,0,Adult,near prime,232078.65000000002,4.290459441148391,0,0.23200610904942565,1,517761.2
599,Spain,Male,36,4,0.0,2,0,0,13210.56,0,1,Adult,subprime,13210.56,4.290459441148391,0,-9.488847482898295,0,0.0
544,France,Male,23,1,96471.2,1,1,0,35550.97,0,0,Young,subprime,132022.16999999998,3.1780538303479458,0,0.9982593143170551,0,96471.2
548,France,Female,46,1,0.0,1,1,1,104469.06,1,1,Senior,subprime,104469.06,3.8501476017100584,1,-11.556655802158946,0,0.0
635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0,0,Young,near prime,283133.01,3.2188758248682006,1,-0.01934579134749015,1,560788.72
722,France,Male,20,6,0.0,2,1,0,195486.28,0,1,Young,prime,195486.28,3.713572066704308,0,-12.183250592352188,0,0.0
564,France,Female,33,4,135946.26,1,1,0,63170.0,0,0,Adult,subprime,199116.26,3.5263605246161616,0,0.766421681322317,1,543785.04
719,France,Male,69,3,0.0,2,1,1,58320.06,0,1,Elderly,prime,58320.06,4.9344739331306915,2,-10.973718542100356,0,0.0
547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1,0,Senior,subprime,259037.05,5.017279836814924,3,-0.7823314302916184,0,243870.06
850,France,Female,42,8,0.0,1,1,0,19632.64,1,1,Adult,superprime,19632.64,3.7612001156935624,0,-9.884999700543979,0,0.0
515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1,0,Elderly,subprime,132139.6,4.110873864173311,0,1.8199858140579757,1,1023438.24
667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0,0,Senior,prime,187780.86,4.04305126783455,1,2.1901151926969202,1,337766.16
607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0,0,Adult,near prime,241300.76,3.6109179126442243,0,0.38205405009302496,1,1147373.92
525,France,Male,26,7,153644.39,1,1,1,63197.88,0,0,Young,subprime,216842.27000000002,3.295836866004329,1,0.8883607053954403,1,1075510.73
606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0,0,Senior,near prime,185190.07,3.9889840465642745,1,0.3654776766453427,1,109330.06
686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0,0,Young,prime,193718.34000000003,4.007333185232471,0,0.38110408031352705,1,115095.88
611,France,Male,35,10,0.0,1,1,1,23598.23,1,1,Adult,near prime,23598.23,3.58351893845611,1,-10.06896936336278,0,0.0
827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0,0,Senior,superprime,196736.59,3.8501476017100584,1,2.61118374219674,1,183276.32
572,France,Male,33,9,68193.72,1,1,0,19998.31,0,0,Adult,subprime,88192.03,3.5263605246161616,0,1.2266693695386923,0,613743.48
726,France,Female,32,8,0.0,2,0,0,185075.63,0,1,Adult,prime,185075.63,4.174387269895637,0,-12.128525234512823,0,0.0
579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0,0,Adult,subprime,275544.92000000004,3.4657359027997265,1,0.028412027273432727,1,838377.24
